"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 09 05:06:34 GMT 2022","Wed Nov 09 05:07:12 GMT 2022","38356","","CustomerHomologationtest.spec.js","","","","@homologation Test 1 -> Creating Customer",""
